标题,作者,时间,内容,文章链接
南通警方部署开展打击整治养老诈骗专项行动,信息新报,"
2022-04-26 15:15:42",4月22日，南通市召开打击整治养老诈骗专项行动部署会，全面贯彻落实全国和省打击整治养老诈骗专项行动部署会议要求，研究部署南通市打击整治工作。市委常委、政法委书记王晓斌出席会议并讲话。组织开展打击整治养老诈骗专项行动，是落实中央领导同志指示要求的实际行动，是契合人民群众特别是老年群体愿望期盼的生动实践，是保持国泰民安社会环境的有力举措。南通警方根据部署要求，全面增强开展专项行动的思想自觉，进一步依法,https://www.163.com/dy/article/H5T0023U0552ADWT.html
【科普中国】陌生链接不要点！小心落入诈骗陷阱,央广网,"
2022-04-27 10:28:03",央广网哈尔滨4月27日消息（记者马俊玮 通讯员史双月）在虚拟的网络中，很多人出于好奇或受利益驱使，会点开陌生人发来的链接，殊不知，正在掉入骗子的诈骗陷阱。日前，不少骗子通过陌生链接实施诈骗，获取被骗者个人信息、银行卡密码或验证码后，从而实施下一步精准诈骗。甚至有一些陌生链接，直接带有木马程序，只要点开就可以窃取相关资料进行诈骗。警方提示广大群众，网上的陌生链接千万不要点开，尤其是承诺有高额回报、有,https://www.163.com/dy/article/H5V1U2BN0514R9NP.html
以案释法丨我以为诈骗离我很远，其实就在刚才...,法治青白江,"
2022-04-25 16:17:24",不懂常识吃大亏# 一句话总结你的受骗遭遇 #刚刚，我被榨干了半年的生活费！警察叔叔请一定要帮帮我！！！小伙子，怎么回事？你慢慢说事情是这样的......小伙子，听你这么一说，一切疑惑都解开了。回顾整个事件经过，其实有许多可疑的细节：诈骗手段分析“微信支付宝不能存超过100元”？是在骗我们把钱全部存到卡里！看似能够确保银行卡不被盗刷的“保险”？实际上不能挽回诈骗带来的金钱损失！卿哥提醒反诈知识其实还,https://www.163.com/dy/article/H5QH4AE00514BJEO.html
【防范养老诈骗】西藏公布打击整治养老诈骗线索举报方式！,西藏主要新闻,"
2022-04-27 10:06:28",西藏自治区打击整治养老诈骗专项行动领导小组办公室关于公布打击整治养老诈骗线索举报方式的公告根据党中央决策部署，在全国开展为期半年打击整治养老诈骗专项行动。为依法严惩养老诈骗违法犯罪，着力整治规范以“养老”为名的涉诈问题隐患，坚决铲除养老诈骗违法犯罪滋生土壤，确保全区打击整治养老诈骗工作取得实效，现向社会公布举报方式。一、西藏自治区打击整治养老诈骗专项行动线索举报方式举报电话：0891-633187,https://www.163.com/dy/article/H5V0MI1O0514RK6B.html
常林镇召开反电信诈骗工作推进会,市场新观察,"
2022-04-27 12:10:31",为有效遏制电信网络诈骗案件多发态势，维护人民群众财产安全与合法权益。4月25日上午，常林镇召开反电信诈骗工作推进会。会议要求：一要深刻认识电信诈骗形势的严峻性和复杂性，要采取多种方式进行宣传，把反诈知识普及给人民群众；二要提高打击治理电信网络诈骗犯罪的合力，进一步提升群众的安全感。（来源：西充县人民政府网站） 【投稿、区域合作请邮件 市场新观察 3613378752#qq.com24小时内回复。】,https://www.163.com/dy/article/H5V7PN2N0512BOIV.html
警惕！扫码领钱的诈骗,平安南岸,"
2022-04-25 06:05:02",当前，未成年人使用手机、电脑等智能设备越来越普遍，操作上已经非常熟练，这也让不少犯罪分子瞄准了这群社会经验不足、心智单纯的“学生党”，利用他们对零用钱的向往，以免费送礼、扫码领钱等方式，引诱他们上当受骗。近日，12岁的小陈如同往常一样刷QQ空间时，看到一则声称“扫码进群可以领钱”的广告，还附带着一个二维码。小陈想到可以借此拥有一些自己的零花钱，当即进行扫码，加入了这个“猫妹妹活动现场”群，并从群里,https://www.163.com/dy/article/H5NVORL60514RQNO.html
岔庙镇：扫除诈骗犯罪 保障群众财产安全,信息新报,"
2022-04-27 12:04:15",苍蝇专叮有缝蛋，骗子偏爱贪财人。近日，为进一步加强群众电信诈骗防范意识，提高村民识骗防骗能力，守护自身财产安全，岔庙镇网格员以核酸检测“双敲门”行动为抓手，积极开展反诈骗宣传活动，为群众营造一个良好的生活环境，切实提高群众的获得感、幸福感和安全感。线上，网格员充分利用在手资源，在网格微信群、抖音、广播等平台广泛宣传，分享电信诈骗典型案例，以形象生动、喜闻乐见的方式提醒群众“陌生电话勿接听、诱人短信,https://www.163.com/dy/article/H5V7E7BN0552ADWT.html
有人自称“山姆代购”诈骗：警方已介入,三言财经,"
2022-04-27 10:34:18",杨女士称，和自己有类似遭遇的人为数不少，其中有人涉及资金达到14万元。目前，杨女士已经报案，警方已介入调查。4月25日，山姆会员店工作人员称，山姆方面目前和上海市内众多负责团购的“团长”保持直接联系，由“团长”提出申请，山姆审核通过后直接提供货品，“不存在个人代购情况。”山姆方面称，发现有不法分子利用疫情期间广大市民求购物资的迫切心理，以各种形式冒用山姆名义，组织团购，骗取代购经费，据悉公安机关已,https://www.163.com/dy/article/H5V29HIE0519U3I5.html
这些都是养老诈骗常见套路，快转给父母,极目新闻,"
2022-04-25 18:32:25",通讯员 龚轩为切实维护老年人合法权益，由中央政法委等12个单位组成全国打击整治养老诈骗专项行动办公室，建立协调机制，在全国开展为期半年的打击整治养老诈骗专项行动。4月25日，极目新闻记者了解到，为广泛接收群众举报线索，严厉打击假借养老之名实施诈骗、骗取公私财物的违法犯罪行为，依法保护老年人合法权益，中央政法委在12337智能化举报平台开通了“养老诈骗”举报通道，可通过扫描下方二维码，登录12337,https://www.163.com/dy/article/H5QORHTF053469LG.html
速转，事关养老诈骗！安顺公布举报方式,法治安顺直通车,"
2022-04-27 17:07:30",随着我国社会经济发展面对巨大的养老需求涌现一批不法分子打着“服务老人” “关爱老人”的旗号招摇撞骗一部分老年人被骗子的热情体贴所打动沉浸于“以房养老”“投资养老”等美梦中养老诈骗花样太多了，快来看看，千万别上当！！！社保类——诈骗常见骗局1谎称代办社保的骗局不法分子谎称能以特殊条件帮助办理社保，在收到受害人巨额钱款后携款跑路。2发放社保补贴或办理“优惠”参保缴费的骗局不法分子冒充社保工作人员电话联,https://www.163.com/dy/article/H5VOP9QR0514WPHJ.html
严厉打击整治养老诈骗，举报方式来啦！,平安和平,"
2022-04-25 18:08:21",为深入贯彻落实党中央关于打击整治养老诈骗违法犯罪行为的决策部署，按照全市统一部署，自即日起至9月底，开展为期半年的打击整治养老诈骗专项行动，广泛发动群众提供违法犯罪线索，全力挤压“行骗空间”。 区打击整治养老诈骗专项行动办公室呼吁广大市民积极参与此次专项行动，让养老诈骗无可乘之机，共同为老年人筑起防骗坚固防线。如遇养老诈骗问题，您可以通过以下方式进行举报──编辑：蒋巧燕,https://www.163.com/dy/article/H5QNFG0U05340G58.html
看过来！发现养老诈骗线索这样举报,彭州市司法局,"
2022-04-27 04:13:12",4月24日，四川省打击整治养老诈骗专项行动办公室对外公布了打击整治养老诈骗专项行动线索举报方式。举报人请扫描下方二维码，或点击中国长安网、中央政法委长安剑微信公众号等链接，即可登录全国12337智能化举报平台反映问题。举报人应当如实反映情况，对所举报内容的真实性负责，接受询问、配合调查时，应如实提供情况和证据，对于捏造事实、诬告陷害的，将依照有关规定严肃处理；提倡实名举报，请提供真实姓名、身份信息,https://www.163.com/dy/article/H5UCFN110514LI6E.html
代购香烟实为诈骗？外卖员诈骗10余人9000余元被抓获,周到上海,"
2022-04-25 18:01:10",近日，青浦公安分局重固派出所接辖区居民李某报警称，其在网上代购物品遭遇了诈骗。经民警进一步了解得知，4月7日晚，李某在一短视频平台刷到一条售卖香烟的广告，便私信发布者，并添加了对方微信。一开始，李某也抱着半信半疑的态度向对方咨询，随即对方表示有送货渠道并展示了近期交易香烟的转账记录及各类香烟的价格明细。此时，李某信以为真，并通过支付宝向对方转账了700元，至次日6时许李某询问对方何时发货时，发现自,https://www.163.com/dy/article/H5QN2B160514A42S.html
四川公布打击整治养老诈骗线索举报方式！,锦江普法,"
2022-04-27 03:06:54",— 四川省打击整治养老诈骗专项行动办公室 —关于公布打击整治养老诈骗专项行动线索举报方式的公告根据党中央决策部署，在全国开展为期半年打击整治养老诈骗专项行动。为依法严惩养老诈骗违法犯罪，着力整治规范以“养老”为名的涉诈问题隐患，坚决铲除养老诈骗违法犯罪滋生土壤，确保全省打击整治养老诈骗工作取得实效，现向社会公布举报方式。一、举报须知举报受理内容为涉及养老诈骗方面的线索。如举报其他方面的问题，请直接,https://www.163.com/dy/article/H5U8M9TV0514N1SN.html
汕头陈女士遭遇诈骗！险损失16万元！,ilove汕头,"
2022-04-24 18:20:18",反诈民警随即电话联系陈女士，但对方电话一直无法接通，民警初步判断陈女士手机号码已被呼叫转移警方马上启动紧急预警机制，对陈女士手机号码申请取消呼转服务，同时保持不断呼叫，阻断陈女士与骗子联系，并发送提醒短信图文来源：汕头龙湖公安等,https://www.163.com/dy/article/H5O5OKHB05456UV8.html
生活与法｜防范养老诈骗亟须加强普法力度,齐鲁壹点,"
2022-04-26 10:07:33",全国打击整治养老诈骗专项行动部署会召开后，连日来，最高法、最高检、公安部等部门密集发布了相关实施方案或通知。一场旨在守护老年人钱袋子、切实维护老年人合法权益的专项行动，即将在全国范围内铺展开来。这对超过2.67亿人的我国老年群体而言，无疑是一个令人振奋且安心的好消息。近年来，频频有不法分子利用一些老年人文化水平不高、认知能力较差等特点，将罪恶的黑手伸向老年人：有的以提供“养老服务”、投资“养老项目,https://www.163.com/dy/article/H5SEBQ2R0530WJIN.html
