,0,1,2,3,4,5,6
4124,亚洲,尼泊尔,5,0,1,0,03-29
4125,非洲,苏丹,5,0,0,1,03-29
4127,非洲,佛得角,5,0,1,1,03-29
4128,亚洲,不丹,3,0,0,0,03-29
4129,非洲,索马里,3,0,0,0,03-29
4130,北美洲,伯利兹,2,0,0,0,03-29
4131,北美洲,特克斯和凯科斯群岛,2,0,0,0,03-29
4132,北美洲,圣其茨和尼维斯,2,0,0,0,03-29
4133,北美洲,安圭拉,2,0,0,0,03-29
4134,北美洲,英属维尔京群岛,2,0,0,0,03-29
4135,北美洲,尼加拉瓜,2,0,0,1,03-29
4319,非洲,几内亚比绍,2,0,0,0,03-29
4324,非洲,利比亚,1,0,0,0,03-29
4750,非洲,马达加斯加,28,0,0,0,03-28
4751,北美洲,美国,105470,0,2072,1710,03-28
4752,欧洲,德国,52802,0,6932,378,03-28
4753,欧洲,法国,33414,0,5700,1995,03-28
4754,欧洲,瑞士,13213,0,1530,235,03-28
4755,欧洲,比利时,9134,0,350,353,03-28
4756,欧洲,奥地利,7697,0,225,58,03-28
4757,欧洲,荷兰,9762,0,2954,639,03-28
4758,亚洲,土耳其,5698,0,42,92,03-28
4759,亚洲,韩国,9478,0,4811,144,03-28
4760,北美洲,加拿大,4760,0,345,56,03-28
4761,欧洲,葡萄牙,4268,0,22,76,03-28
4762,欧洲,挪威,3771,0,0,19,03-28
4763,大洋洲,澳大利亚,3635,0,119,14,03-28
4764,亚洲,以色列,3460,0,79,12,03-28
4765,欧洲,捷克,2422,0,11,9,03-28
4766,欧洲,爱尔兰,2121,0,0,22,03-28
4767,亚洲,马来西亚,2320,0,320,27,03-28
4768,欧洲,卢森堡,1605,0,0,15,03-28
4769,南美洲,智利,1610,0,43,5,03-28
4770,欧洲,波兰,1389,0,13,16,03-28
4771,亚洲,日本,1724,0,372,54,03-28
4772,亚洲,巴基斯坦,1296,0,23,9,03-28
4773,欧洲,俄罗斯,1264,0,49,4,03-28
4774,非洲,南非,1170,0,1,1,03-28
4775,亚洲,沙特阿拉伯,1203,0,37,4,03-28
4776,欧洲,罗马尼亚,1292,0,115,24,03-28
4777,欧洲,芬兰,1163,0,10,9,03-28
4778,亚洲,泰国,1245,0,97,6,03-28
4779,亚洲,印度尼西亚,1155,0,35,102,03-28
4780,亚洲,菲律宾,1075,0,35,68,03-28
4781,欧洲,冰岛,890,0,82,2,03-28
4782,北美洲,巴拿马,786,0,0,14,03-28
4783,北美洲,墨西哥,717,0,1,12,03-28
4784,欧洲,塞尔维亚,659,0,0,10,03-28
4785,欧洲,斯洛文尼亚,632,0,0,9,03-28
4786,亚洲,新加坡,802,0,183,2,03-28
4787,南美洲,秘鲁,635,0,14,11,03-28
4788,欧洲,爱沙尼亚,575,0,11,1,03-28
4789,欧洲,克罗地亚,586,0,37,3,03-28
4790,南美洲,哥伦比亚,539,0,10,6,03-28
4791,亚洲,卡塔尔,562,0,43,0,03-28
4792,亚洲,阿联酋,468,0,55,2,03-28
4793,大洋洲,新西兰,451,4,50,0,03-28
4794,亚洲,黎巴嫩,412,0,27,8,03-28
4795,非洲,阿尔及利亚,409,0,29,26,03-28
4796,欧洲,立陶宛,358,0,1,5,03-28
4797,亚洲,亚美尼亚,372,0,28,1,03-28
4798,非洲,摩洛哥,358,0,11,23,03-28
4799,欧洲,保加利亚,313,0,3,3,03-28
4800,欧洲,乌克兰,310,0,1,5,03-28
4801,欧洲,拉脱维亚,280,0,0,0,03-28
4802,欧洲,斯洛伐克,269,0,7,0,03-28
4803,北美洲,哥斯达黎加,263,0,0,2,03-28
4804,欧洲,安道尔,263,0,1,3,03-28
4805,南美洲,乌拉圭,238,0,6,0,03-28
4806,欧洲,波黑,230,0,5,4,03-28
4807,非洲,突尼斯,227,0,0,6,03-28
4808,欧洲,圣马力诺,242,0,2,21,03-28
4809,亚洲,约旦,235,0,17,1,03-28
4810,亚洲,巴林,473,0,254,4,03-28
4811,欧洲,北马其顿,201,0,1,3,03-28
4812,欧洲,摩尔多瓦,199,0,10,2,03-28
4813,亚洲,哈萨克斯坦,191,0,4,1,03-28
4814,亚洲,科威特,235,0,64,0,03-28
4815,亚洲,越南,174,0,21,0,03-28
4816,亚洲,阿塞拜疆,165,0,15,3,03-28
4817,欧洲,法罗群岛,140,0,0,0,03-28
4818,非洲,留尼旺,135,0,0,0,03-28
4819,欧洲,马耳他,134,0,0,0,03-28
4820,亚洲,阿曼,152,0,23,0,03-28
4821,其他,钻石公主号邮轮,712,0,574,10,03-28
4822,非洲,塞内加尔,130,0,18,0,03-28
4823,亚洲,阿富汗,110,0,0,2,03-28
4824,南美洲,委内瑞拉,107,0,0,1,03-28
4825,亚洲,斯里兰卡,110,0,6,0,03-28
4826,亚洲,乌兹别克斯坦,104,0,0,2,03-28
4827,非洲,毛里求斯,102,0,0,2,03-28
4828,非洲,科特迪瓦,101,0,3,0,03-28
4829,亚洲,文莱,120,0,25,1,03-28
4830,亚洲,巴勒斯坦,91,0,17,1,03-28
4831,非洲,多哥,24,0,1,1,03-28
4832,非洲,佛得角,5,0,1,1,03-28
4914,非洲,莫桑比克,8,0,0,0,03-28
4985,欧洲,英国,17089,0,135,1019,03-28
4996,亚洲,印度,918,0,80,19,03-28
5010,非洲,埃及,536,0,116,30,03-28
5022,欧洲,阿尔巴尼亚,197,0,10,10,03-28
5023,非洲,布基纳法索,180,0,12,9,03-28
5030,非洲,尼日利亚,81,0,3,1,03-28
5031,非洲,赞比亚共和国,28,0,0,0,03-28
5032,非洲,马里,18,0,0,0,03-28
5033,非洲,坦桑尼亚,14,0,1,0,03-28
5102,欧洲,意大利,87275,0,10950,9258,03-28
5103,欧洲,西班牙,72248,0,12285,5690,03-28
5107,南美洲,巴西,3417,0,0,92,03-28
5108,欧洲,瑞典,3088,0,17,106,03-28
5110,欧洲,丹麦,2046,0,1,52,03-28
5117,北美洲,多米尼加,488,0,0,10,03-28
5118,亚洲,伊拉克,506,0,131,42,03-28
5119,欧洲,匈牙利,343,0,34,11,03-28
5121,亚洲,塞浦路斯,162,0,0,5,03-28
5122,非洲,刚果（金）,58,0,3,5,03-28
5123,非洲,肯尼亚,38,0,1,1,03-28
5124,非洲,吉布提,14,0,0,0,03-28
5125,亚洲,尼泊尔,5,0,1,0,03-28
5126,非洲,苏丹,5,0,0,1,03-28
5153,亚洲,伊朗,35408,0,11679,2517,03-28
5175,南美洲,厄瓜多尔,1382,0,0,34,03-28
5186,欧洲,希腊,966,0,19,28,03-28
5191,南美洲,阿根廷,690,0,1,17,03-28
5235,非洲,加纳,137,0,2,4,03-28
5243,亚洲,柬埔寨,98,0,2,0,03-28
5246,非洲,喀麦隆,94,0,2,2,03-28
5248,欧洲,黑山,75,0,0,1,03-28
5249,亚洲,格鲁吉亚,85,0,14,0,03-28
5252,北美洲,古巴,67,0,0,1,03-28
5253,北美洲,波多黎各,64,0,0,2,03-28
5254,北美洲,特立尼达和多巴哥,61,0,0,1,03-28
5255,亚洲,吉尔吉斯斯坦,58,0,0,0,03-28
5256,欧洲,列支敦士登,56,0,0,0,03-28
5257,非洲,卢旺达,54,0,0,0,03-28
5258,非洲,马约特,50,0,0,0,03-28
5260,大洋洲,关岛,45,0,0,1,03-28
5261,欧洲,摩纳哥,42,0,1,0,03-28
5262,欧洲,直布罗陀,35,0,0,0,03-28
5263,欧洲,根西岛,34,0,0,0,03-28
5264,亚洲,孟加拉国,48,0,11,5,03-28
5265,欧洲,泽西岛,32,0,0,1,03-28
5266,大洋洲,法属波利尼西亚,30,0,0,0,03-28
5267,欧洲,马恩岛,26,0,0,0,03-28
5270,非洲,乌干达,23,0,0,0,03-28
5272,非洲,刚果（布）,19,0,0,0,03-28
5273,非洲,赤道几内亚,13,0,0,0,03-28
5274,非洲,埃塞俄比亚,16,0,4,0,03-28
5275,北美洲,多米尼克,11,0,0,0,03-28
5277,非洲,尼日尔,10,0,0,1,03-28
5278,亚洲,缅甸,8,0,0,0,03-28
5279,北美洲,格林那达,7,0,0,0,03-28
5280,北美洲,库拉索岛,7,0,0,1,03-28
5281,非洲,津巴布韦,7,0,0,1,03-28
5282,非洲,中非共和国,6,0,0,0,03-28
5283,北美洲,格陵兰,6,0,0,0,03-28
5284,非洲,贝宁,6,0,0,0,03-28
5285,非洲,乍得,5,0,0,0,03-28
5286,非洲,安哥拉,4,0,0,0,03-28
5288,亚洲,不丹,3,0,0,0,03-28
5289,非洲,索马里,3,0,0,0,03-28
5290,北美洲,特克斯和凯科斯群岛,2,0,0,0,03-28
5291,北美洲,圣其茨和尼维斯,2,0,0,0,03-28
5292,北美洲,安圭拉,2,0,0,0,03-28
5293,北美洲,英属维尔京群岛,2,0,0,0,03-28
5415,北美洲,瓜德罗普岛,76,0,0,0,03-28
5419,北美洲,洪都拉斯,68,0,0,1,03-28
5422,北美洲,马提尼克,66,0,0,1,03-28
5423,欧洲,白俄罗斯,86,0,22,0,03-28
5433,南美洲,玻利维亚,39,0,0,0,03-28
5434,南美洲,巴拉圭,41,0,0,3,03-28
5441,南美洲,法属圭亚那,28,0,0,0,03-28
5444,北美洲,牙买加,26,0,0,1,03-28
5446,北美洲,危地马拉,24,0,0,1,03-28
5450,北美洲,阿鲁巴,19,0,0,0,03-28
5451,北美洲,巴巴多斯,18,0,0,0,03-28
5452,北美洲,美属维尔京群岛,17,0,0,0,03-28
5453,大洋洲,新喀里多尼亚,14,0,0,0,03-28
5454,亚洲,马尔代夫,13,0,0,0,03-28
5456,北美洲,萨尔瓦多,13,0,0,0,03-28
5459,非洲,几内亚,12,0,0,0,03-28
5461,亚洲,蒙古,11,0,0,0,03-28
5462,北美洲,圣马丁岛,11,0,0,0,03-28
5466,非洲,纳米比亚,8,0,0,0,03-28
5467,非洲,斯威士兰,8,0,0,0,03-28
5468,北美洲,海地,8,0,0,0,03-28
5470,北美洲,开曼群岛,8,0,0,1,03-28
5471,南美洲,苏里南,7,0,0,0,03-28
5472,非洲,塞舌尔,7,0,0,0,03-28
5473,北美洲,百慕大,7,0,0,0,03-28
5476,非洲,加蓬,7,0,0,1,03-28
5482,非洲,厄立特里亚,6,0,0,0,03-28
5483,亚洲,老挝,6,0,0,0,03-28
5484,北美洲,巴哈马,5,0,0,0,03-28
5485,大洋洲,斐济,5,0,0,0,03-28
5487,亚洲,叙利亚,5,0,0,0,03-28
5488,南美洲,圭亚那,5,0,0,1,03-28
5489,欧洲,梵蒂冈,4,0,0,0,03-28
5493,非洲,毛里塔尼亚,3,0,0,0,03-28
5494,北美洲,安提瓜和巴布达,3,0,0,0,03-28
5495,北美洲,圣卢西亚,3,0,0,0,03-28
5496,北美洲,圣巴泰勒米岛,3,0,0,0,03-28
5497,非洲,利比里亚,3,0,0,0,03-28
5500,非洲,冈比亚,3,0,0,1,03-28
5501,北美洲,尼加拉瓜,2,0,0,0,03-28
5502,北美洲,蒙特塞拉特,2,0,0,0,03-28
5503,北美洲,伯利兹,2,0,0,0,03-28
5505,非洲,几内亚比绍,2,0,0,0,03-28
5510,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-28
5511,亚洲,东帝汶,1,0,0,0,03-28
5512,大洋洲,巴布亚新几内亚,1,0,0,0,03-28
5513,非洲,利比亚,1,0,0,0,03-28
6728,亚洲,土耳其,3629,0,26,75,03-27
6729,欧洲,瑞典,2806,0,17,66,03-27
6730,欧洲,丹麦,1877,0,1,41,03-27
6731,欧洲,罗马尼亚,907,0,31,17,03-27
6732,亚洲,印度,724,0,66,17,03-27
6733,南美洲,阿根廷,589,0,1,12,03-27
6734,欧洲,斯洛伐克,269,0,7,0,03-27
6735,欧洲,安道尔,263,0,1,3,03-27
6736,欧洲,保加利亚,264,0,3,3,03-27
6737,欧洲,拉脱维亚,244,0,0,0,03-27
6738,南美洲,乌拉圭,238,0,6,0,03-27
6739,北美洲,哥斯达黎加,231,0,0,2,03-27
6740,非洲,突尼斯,227,0,0,6,03-27
6741,欧洲,乌克兰,218,0,1,5,03-27
6742,亚洲,阿塞拜疆,165,0,15,3,03-27
6743,亚洲,越南,163,0,20,0,03-27
6744,非洲,布基纳法索,152,0,10,7,03-27
6745,非洲,加纳,136,0,1,3,03-27
6746,欧洲,法罗群岛,132,0,0,0,03-27
6747,亚洲,哈萨克斯坦,135,0,3,1,03-27
6748,亚洲,塞浦路斯,132,0,0,3,03-27
6749,欧洲,马耳他,129,0,0,0,03-27
6750,亚洲,阿曼,131,0,23,0,03-27
6751,欧洲,奥地利,6398,0,9,49,03-27
6752,北美洲,加拿大,4043,0,202,39,03-27
6753,亚洲,马来西亚,2161,0,259,26,03-27
6754,欧洲,爱尔兰,1819,0,0,19,03-27
6755,亚洲,巴基斯坦,1179,0,21,9,03-27
6756,北美洲,巴拿马,674,0,0,8,03-27
6757,欧洲,斯洛文尼亚,528,0,0,5,03-27
6758,欧洲,塞尔维亚,528,0,0,5,03-27
6759,南美洲,哥伦比亚,491,0,8,6,03-27
6760,非洲,埃及,495,0,102,24,03-27
6761,亚洲,伊拉克,458,0,122,40,03-27
6764,亚洲,巴林,466,0,227,4,03-27
6766,欧洲,北马其顿,177,0,1,2,03-27
6772,欧洲,英国,14579,0,135,759,03-27
6773,欧洲,瑞士,11811,0,3,161,03-27
6775,南美洲,厄瓜多尔,1382,0,0,34,03-27
6776,亚洲,沙特阿拉伯,1104,0,29,3,03-27
6777,欧洲,俄罗斯,1036,0,45,3,03-27
6779,亚洲,新加坡,732,0,172,2,03-27
6781,亚洲,约旦,212,0,1,0,03-27
6782,欧洲,圣马力诺,208,0,2,21,03-27
6784,其他,钻石公主号邮轮,712,0,574,10,03-27
6786,非洲,毛里求斯,94,0,0,2,03-27
6787,非洲,马达加斯加,24,0,0,0,03-27
6788,亚洲,尼泊尔,4,0,1,0,03-27
6789,欧洲,荷兰,8603,0,0,546,03-27
6791,亚洲,日本,1503,0,359,51,03-27
6794,欧洲,波兰,1221,0,13,16,03-27
6798,欧洲,克罗地亚,442,0,5,1,03-27
6799,北美洲,多米尼加,392,0,0,10,03-27
6800,亚洲,黎巴嫩,391,0,23,6,03-27
6808,亚洲,科威特,225,0,57,0,03-27
6810,亚洲,泰国,1136,0,97,5,03-27
6812,亚洲,印度尼西亚,1046,0,9,87,03-27
6813,欧洲,芬兰,880,0,10,5,03-27
6823,非洲,赞比亚共和国,22,0,0,0,03-27
6824,欧洲,比利时,7284,0,350,289,03-27
6828,欧洲,希腊,892,0,19,26,03-27
6833,非洲,摩洛哥,275,0,8,10,03-27
6834,欧洲,匈牙利,300,0,34,10,03-27
6837,欧洲,摩尔多瓦,177,0,1,1,03-27
6839,欧洲,波黑,176,0,2,3,03-27
6840,欧洲,阿尔巴尼亚,186,0,10,8,03-27
6842,非洲,索马里,3,0,0,0,03-27
6846,欧洲,捷克,2062,0,10,9,03-27
6847,欧洲,卢森堡,1453,0,0,9,03-27
6850,南美洲,秘鲁,580,0,14,9,03-27
6853,北美洲,美国,85840,0,713,1296,03-27
6854,欧洲,意大利,81129,0,10361,8215,03-27
6855,欧洲,西班牙,64059,0,7015,4858,03-27
6856,欧洲,德国,43211,0,5678,262,03-27
6857,欧洲,法国,29155,0,4948,1696,03-27
6858,亚洲,伊朗,32332,0,11133,2378,03-27
6864,亚洲,韩国,9332,0,4528,139,03-27
6867,欧洲,葡萄牙,3544,0,22,60,03-27
6868,欧洲,挪威,3315,0,0,14,03-27
6869,亚洲,以色列,3035,0,79,10,03-27
6870,大洋洲,澳大利亚,2985,0,119,12,03-27
6871,南美洲,巴西,2915,0,0,77,03-27
6879,南美洲,智利,1306,0,17,3,03-27
6887,非洲,南非,927,0,1,1,03-27
6891,欧洲,冰岛,802,0,56,2,03-27
6892,亚洲,菲律宾,803,0,31,54,03-27
6896,北美洲,墨西哥,585,0,1,8,03-27
6898,欧洲,爱沙尼亚,538,0,4,1,03-27
6901,亚洲,卡塔尔,549,0,43,0,03-27
6908,非洲,阿尔及利亚,367,0,12,25,03-27
6909,亚洲,亚美尼亚,329,0,18,1,03-27
6910,大洋洲,新西兰,338,4,37,0,03-27
6911,欧洲,立陶宛,290,0,1,4,03-27
6912,亚洲,阿联酋,333,0,52,2,03-27
6941,非洲,塞内加尔,119,0,11,0,03-27
6942,南美洲,委内瑞拉,107,0,0,0,03-27
6944,亚洲,文莱,115,0,11,0,03-27
6945,亚洲,斯里兰卡,106,0,6,0,03-27
6946,亚洲,柬埔寨,96,0,2,0,03-27
6947,非洲,留尼旺,94,0,0,0,03-27
6948,非洲,科特迪瓦,96,0,3,0,03-27
6949,亚洲,阿富汗,95,0,0,2,03-27
6950,非洲,喀麦隆,88,0,2,2,03-27
6951,亚洲,乌兹别克斯坦,83,0,0,0,03-27
6953,北美洲,瓜德罗普岛,76,0,0,0,03-27
6954,亚洲,格鲁吉亚,81,0,13,0,03-27
6955,亚洲,巴勒斯坦,84,0,16,1,03-27
6956,北美洲,洪都拉斯,68,0,0,1,03-27
6957,北美洲,马提尼克,66,0,0,1,03-27
6958,欧洲,白俄罗斯,86,0,22,0,03-27
6959,非洲,尼日利亚,65,0,2,1,03-27
6960,北美洲,特立尼达和多巴哥,60,0,0,1,03-27
6961,北美洲,古巴,57,0,0,1,03-27
6962,欧洲,黑山,53,0,0,1,03-27
6963,欧洲,列支敦士登,51,0,0,0,03-27
6964,非洲,卢旺达,50,0,0,0,03-27
6965,北美洲,波多黎各,51,0,0,2,03-27
6966,非洲,刚果（金）,54,0,2,5,03-27
6967,亚洲,吉尔吉斯斯坦,44,0,0,0,03-27
6968,南美洲,玻利维亚,39,0,0,0,03-27
6969,南美洲,巴拉圭,41,0,0,3,03-27
6970,大洋洲,关岛,37,0,0,1,03-27
6971,非洲,马约特,35,0,0,0,03-27
6972,亚洲,孟加拉国,48,0,11,5,03-27
6973,欧洲,摩纳哥,33,0,1,0,03-27
6974,欧洲,根西岛,30,0,0,0,03-27
6975,非洲,肯尼亚,31,0,1,1,03-27
6976,南美洲,法属圭亚那,28,0,0,0,03-27
6977,欧洲,直布罗陀,26,0,0,0,03-27
6978,北美洲,牙买加,26,0,0,1,03-27
6979,大洋洲,法属波利尼西亚,25,0,0,0,03-27
6980,北美洲,危地马拉,24,0,0,1,03-27
6981,欧洲,马恩岛,23,0,0,0,03-27
6983,非洲,多哥,23,0,1,0,03-27
6984,北美洲,阿鲁巴,19,0,0,0,03-27
6985,欧洲,泽西岛,18,0,0,0,03-27
6986,北美洲,巴巴多斯,18,0,0,0,03-27
6987,非洲,乌干达,18,0,0,0,03-27
6988,北美洲,美属维尔京群岛,17,0,0,0,03-27
6990,大洋洲,新喀里多尼亚,14,0,0,0,03-27
6991,亚洲,马尔代夫,13,0,0,0,03-27
6992,北美洲,萨尔瓦多,13,0,0,0,03-27
6993,非洲,埃塞俄比亚,16,0,4,0,03-27
6994,非洲,坦桑尼亚,13,0,1,0,03-27
6995,非洲,赤道几内亚,12,0,0,0,03-27
6996,非洲,几内亚,12,0,0,0,03-27
6997,非洲,吉布提,12,0,0,0,03-27
6998,亚洲,蒙古,11,0,0,0,03-27
6999,北美洲,圣马丁岛,11,0,0,0,03-27
7000,非洲,纳米比亚,8,0,0,0,03-27
7001,非洲,斯威士兰,8,0,0,0,03-27
7002,北美洲,海地,8,0,0,0,03-27
7003,北美洲,开曼群岛,8,0,0,1,03-27
7004,非洲,尼日尔,8,0,0,1,03-27
7005,南美洲,苏里南,7,0,0,0,03-27
7006,非洲,塞舌尔,7,0,0,0,03-27
7007,北美洲,百慕大,7,0,0,0,03-27
7008,非洲,莫桑比克,7,0,0,0,03-27
7009,北美洲,多米尼克,7,0,0,0,03-27
7010,非洲,加蓬,7,0,0,1,03-27
7011,非洲,厄立特里亚,6,0,0,0,03-27
7012,亚洲,老挝,6,0,0,0,03-27
7013,北美洲,库拉索岛,6,0,0,1,03-27
7014,北美洲,巴哈马,5,0,0,0,03-27
7015,非洲,中非共和国,5,0,0,0,03-27
7016,北美洲,格陵兰,5,0,0,0,03-27
7017,非洲,贝宁,5,0,0,0,03-27
7018,大洋洲,斐济,5,0,0,0,03-27
7019,亚洲,叙利亚,5,0,0,0,03-27
7020,亚洲,缅甸,5,0,0,0,03-27
7021,南美洲,圭亚那,5,0,0,1,03-27
7022,非洲,津巴布韦,5,0,0,1,03-27
7023,欧洲,梵蒂冈,4,0,0,0,03-27
7024,非洲,刚果（布）,4,0,0,0,03-27
7025,非洲,安哥拉,4,0,0,0,03-27
7026,非洲,马里,4,0,0,0,03-27
7027,非洲,毛里塔尼亚,3,0,0,0,03-27
7028,北美洲,安提瓜和巴布达,3,0,0,0,03-27
7029,北美洲,圣卢西亚,3,0,0,0,03-27
7030,北美洲,圣巴泰勒米岛,3,0,0,0,03-27
7031,非洲,利比里亚,3,0,0,0,03-27
7032,非洲,乍得,3,0,0,0,03-27
7034,非洲,苏丹,3,0,0,1,03-27
7035,非洲,冈比亚,3,0,0,1,03-27
7036,亚洲,不丹,2,0,0,0,03-27
7038,北美洲,尼加拉瓜,2,0,0,0,03-27
7039,北美洲,蒙特塞拉特,2,0,0,0,03-27
7040,北美洲,伯利兹,2,0,0,0,03-27
7041,非洲,几内亚比绍,2,0,0,0,03-27
7042,北美洲,圣其茨和尼维斯,2,0,0,0,03-27
7043,非洲,佛得角,3,0,1,1,03-27
7044,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-27
7045,亚洲,东帝汶,1,0,0,0,03-27
7046,大洋洲,巴布亚新几内亚,1,0,0,0,03-27
7047,北美洲,格林那达,1,0,0,0,03-27
7048,北美洲,特克斯和凯科斯群岛,1,0,0,0,03-27
7049,非洲,利比亚,1,0,0,0,03-27
8932,欧洲,瑞士,9765,0,3,103,03-26
8933,北美洲,加拿大,3409,0,183,36,03-26
8934,欧洲,葡萄牙,2995,0,22,33,03-26
8935,亚洲,马来西亚,2031,0,215,23,03-26
8936,亚洲,泰国,1045,0,70,4,03-26
8937,欧洲,波兰,901,0,13,10,03-26
8938,北美洲,巴拿马,558,0,0,6,03-26
8939,欧洲,斯洛文尼亚,526,0,0,5,03-26
8940,南美洲,秘鲁,480,0,1,5,03-26
8941,北美洲,墨西哥,475,0,1,6,03-26
8942,欧洲,塞尔维亚,457,0,0,6,03-26
8943,欧洲,克罗地亚,442,0,5,1,03-26
8944,欧洲,爱沙尼亚,404,0,4,1,03-26
8945,非洲,埃及,456,0,95,21,03-26
8946,欧洲,立陶宛,255,0,1,3,03-26
8947,亚洲,巴林,457,0,204,4,03-26
8948,欧洲,保加利亚,242,0,3,3,03-26
8949,非洲,突尼斯,173,0,0,5,03-26
8950,欧洲,乌克兰,156,0,1,5,03-26
8951,欧洲,阿尔巴尼亚,146,0,10,5,03-26
8952,亚洲,以色列,2666,0,58,8,03-26
8953,欧洲,瑞典,2510,0,17,42,03-26
8954,南美洲,智利,922,0,17,2,03-26
8955,欧洲,俄罗斯,840,0,38,2,03-26
8956,欧洲,冰岛,739,0,0,2,03-26
8958,亚洲,新加坡,683,0,152,2,03-26
8964,亚洲,黎巴嫩,368,0,20,6,03-26
8965,北美洲,多米尼加,312,0,0,6,03-26
8966,非洲,摩洛哥,225,0,7,6,03-26
8970,非洲,布基纳法索,146,0,10,7,03-26
8971,欧洲,卢森堡,1333,0,0,8,03-26
8972,亚洲,日本,1398,0,359,47,03-26
8973,亚洲,菲律宾,707,0,28,45,03-26
8974,欧洲,摩尔多瓦,149,0,1,1,03-26
8975,欧洲,北马其顿,148,0,1,2,03-26
8976,亚洲,越南,153,0,17,0,03-26
8979,非洲,毛里塔尼亚,3,0,0,0,03-26
8980,亚洲,沙特阿拉伯,1012,0,29,3,03-26
8981,亚洲,印度,649,0,42,13,03-26
8983,欧洲,荷兰,7431,0,0,434,03-26
8984,非洲,喀麦隆,75,0,3,1,03-26
8985,非洲,肯尼亚,31,0,1,0,03-26
8986,欧洲,挪威,3041,0,0,14,03-26
8987,欧洲,安道尔,220,0,1,1,03-26
8988,南美洲,乌拉圭,217,0,6,0,03-26
8989,欧洲,斯洛伐克,216,0,7,0,03-26
8990,北美洲,哥斯达黎加,201,0,0,2,03-26
8991,亚洲,科威特,208,0,49,0,03-26
8992,欧洲,奥地利,5560,0,9,30,03-26
8994,欧洲,丹麦,1724,0,1,34,03-26
8998,欧洲,罗马尼亚,907,0,31,17,03-26
8999,亚洲,印度尼西亚,893,0,9,78,03-26
9006,亚洲,阿联酋,333,0,52,2,03-26
9007,亚洲,伊拉克,382,0,107,36,03-26
9010,北美洲,美国,69194,0,619,1050,03-26
9011,欧洲,意大利,74386,0,9362,7503,03-26
9012,欧洲,西班牙,56188,0,5367,4089,03-26
9013,欧洲,德国,38124,0,3547,207,03-26
9014,欧洲,法国,25233,0,3900,1331,03-26
9015,亚洲,伊朗,29406,0,10457,2234,03-26
9017,欧洲,英国,9529,0,135,465,03-26
9019,欧洲,比利时,6235,0,350,220,03-26
9021,亚洲,韩国,9241,0,4144,131,03-26
9025,大洋洲,澳大利亚,2799,0,27,12,03-26
9028,南美洲,巴西,2433,0,0,57,03-26
9029,亚洲,土耳其,2433,0,0,59,03-26
9032,欧洲,捷克,1654,0,10,10,03-26
9033,欧洲,爱尔兰,1564,0,0,9,03-26
9035,南美洲,厄瓜多尔,1049,0,0,27,03-26
9036,亚洲,巴基斯坦,1016,0,6,8,03-26
9042,欧洲,芬兰,880,0,10,3,03-26
9046,欧洲,希腊,821,0,19,22,03-26
9048,非洲,南非,709,0,0,0,03-26
9053,亚洲,卡塔尔,537,0,41,0,03-26
9054,南美洲,阿根廷,502,0,1,8,03-26
9058,南美洲,哥伦比亚,470,0,6,3,03-26
9066,大洋洲,新西兰,278,4,0,0,03-26
9067,亚洲,亚美尼亚,290,0,18,0,03-26
9068,非洲,阿尔及利亚,302,0,12,21,03-26
9073,欧洲,匈牙利,261,0,28,10,03-26
9074,欧洲,拉脱维亚,221,0,0,0,03-26
9080,欧洲,波黑,176,0,2,3,03-26
9081,亚洲,约旦,172,0,1,0,03-26
9083,欧洲,圣马力诺,187,0,2,21,03-26
9090,亚洲,塞浦路斯,132,0,0,3,03-26
9091,非洲,加纳,132,0,0,3,03-26
9092,其他,钻石公主号邮轮,712,0,574,10,03-26
9094,欧洲,法罗群岛,122,0,0,0,03-26
9095,欧洲,马耳他,120,0,0,0,03-26
9096,亚洲,文莱,114,0,5,0,03-26
9097,南美洲,委内瑞拉,106,0,0,0,03-26
9098,亚洲,斯里兰卡,102,0,1,0,03-26
9099,非洲,塞内加尔,105,0,8,0,03-26
9100,亚洲,哈萨克斯坦,97,0,2,0,03-26
9101,亚洲,柬埔寨,96,0,2,0,03-26
9102,亚洲,阿曼,109,0,23,0,03-26
9103,非洲,留尼旺,83,0,0,0,03-26
9104,亚洲,阿富汗,84,0,0,2,03-26
9105,亚洲,阿塞拜疆,93,0,10,2,03-26
9106,北美洲,瓜德罗普岛,73,0,0,0,03-26
9107,非洲,科特迪瓦,73,0,3,0,03-26
9109,亚洲,格鲁吉亚,77,0,10,0,03-26
9110,亚洲,乌兹别克斯坦,65,0,0,0,03-26
9111,欧洲,白俄罗斯,86,0,22,0,03-26
9112,北美洲,特立尼达和多巴哥,57,0,0,0,03-26
9113,北美洲,马提尼克,57,0,0,0,03-26
9114,欧洲,黑山,53,0,0,0,03-26
9115,北美洲,洪都拉斯,52,0,0,0,03-26
9116,非洲,毛里求斯,52,0,0,2,03-26
9117,非洲,尼日利亚,51,0,2,1,03-26
9118,亚洲,巴勒斯坦,64,0,16,1,03-26
9119,北美洲,古巴,48,0,0,1,03-26
9120,欧洲,列支敦士登,47,0,0,0,03-26
9121,非洲,刚果（金）,51,0,2,4,03-26
9122,亚洲,吉尔吉斯斯坦,42,0,0,0,03-26
9123,非洲,卢旺达,41,0,0,0,03-26
9124,北美洲,波多黎各,39,0,0,2,03-26
